sent_id,generator,evaluator,English_Sentence,Translation,score
81,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"""Our security authorities have prevented possible explosive attacks that were intended to target and undermine our military assistance to Ukraine,"" Interior Minister Nancy Faeser said in response to the arrests.","""Unsere Sicherheitsbehör haben potenzielle Bombenangriffe verhindert, die mit dem Ziel ausgerichtet waren, unsere Militärhilfe für Ukraine zu gefährden und zu unterminieren,"" sagte Innenministerin Nancy Faeser in Reaktion auf die Festnahmen.""",4
82,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,We will continue to provide Ukraine with massive support and will not allow ourselves to be intimidated,Wir werden der Ukraine mit massiven Unterstützung weiterhelfen und uns nicht von der Einschüchterung abhalten.,4
83,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"""The information itself is not a big deal but, at the same time, what is already reported is that people were involved also in the preparation of some sabotage activities on the territory of Germany,"" he said.","Die Information an sich ist nicht viel, aber gleichzeitig wurde berichtet, dass Menschen auch an der Vorbereitung von Sabotagen auf dem Gebiet Deutschlands beteiligt waren.",3
84,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,It means that actually Russians have a huge network of people who live in Germany and have even legal grounds to live there  have citizenship and who can be used for any kind of activities.,"Es bedeutet, dass eigentlich Russienen eine große Netzwerk von Menschen haben, die in Deutschland leben und auch legale Grund zur dort leben zu können haben - sie haben die Staatsbürgerschaft und können für jede Art von Aktivitäten verwendet werden.",4
85,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Danylyuk said it was particularly disturbing that at least one of the two suspects had participated in Russian aggression against Ukraine before in Donetsk.,"Danylyuk sagte, dass es ihm besonders stören würde, dass mindestens einer der beiden Verdächtigen zuvor an der russischen Aggression gegen Ukraine in Donezk teilgenommen hatte.",4
86,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,The 4 simple tests you can do at home that reveal how fit you are for your age.,"Die 4 einfachen Tests, die du zu Hause machen kannst, zeigen dir, wie fit du für deinen Lebensalter bist.",4
87,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Can you stand up from the floor without the aid of your hands or hold a plank for more than 20 seconds?,"Kannst du von dem Boden aufstehen, ohne die Hilfe deiner Hände oder eine Plank für mehr als 20 Sekunden halten?",4
88,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,How many push-ups you can do or how long you can hold a plank will earn you more than just bragging rights at the gym.,"Wie viele Push-ups du schaffst oder wie lange du eine Plank halten kannst, bringt dir mehr als nur Boast-Rechte im Fitnessstudio.",4
89,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"According to fitness experts, they're markers of how well you're ageing.","Nach Experten der Fitness, sind diese Zeichen dafür, wie gut Sie mit dem Alter umgehen.",4
90,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Equinox share a guide on how many push-ups you should be able to manage according to your age and gender,"Gleichgewicht teilen einen Leitfaden zu, wie viele Push-ups Sie nach Ihrem Alter und Geschlecht erledigen können.",4
91,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,It's natural for your endurance and muscle strength to lessen as you get older.,"Es ist natürlich, dass Ihre Ausdauer und Muskelkraft mit zunehmendem Alter abnimmt.",5
92,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Your balance, strength and cardiorespiratory fitness can start to decline as early as our thirties, the Washington Post reports.","In unseren Dreßigern können Gleichgewicht, Stärke und Cardio-Fitness bereits abnehmen, wie die Washington Post berichtet.",4
93,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"But having an idea of your so-called ""fitness age"" could allow to address declines in your health by making relatively simple tweaks, experts argue.","Aber das Bestimmen einer so genannten ""Fitnessage"" könnte die Abnahme Ihrer Gesundheit durch relativ einfache Änderungen aufheben, argumentieren Experten.",4
94,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"For example, making changes to benefit your cardiovascular health have been shown to add years to your life.","Für Beispiel die Veränderung, um die Gesundheit Ihrer Herz-Kreislaufsystem zu verbessern, wurden gezeigt, Jahre zu Ihrem Leben hinzuzufügen.",4
95,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Dr Randall Espinoza, associate director at the UCLA Longevity Center, told Washington Post that after you've got an idea of your fitness benchmarks, you should aim to keep them in an optimal range to help manage your ageing.","Dr. Randall Espinoza, Vizepräsident des UCLA Longevity Centers, sagte dem Washington Post, dass nach der Festlegung von Fitnessreferenzwerten man diese in einem optimalen Bereich halten sollte, um das Alter zu beeinflussen.",4
96,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Michael Crandall, a certified strength and conditioning specialist at E by Equinox gym in New York, proposed trying four fitness tests that take into account strength, power, muscular endurance and balance.","Michael Crandall, ein zertifizierter Kraft- und Konditionsspezialist am E by Equinox Gym in New York, schlug vor, vier Fitnessprüfungen durchzuführen, die die Stärke, Leistung, Muskelendurance und den Gleichgewicht abdecken.",4
97,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"According to Michael, you can perform these at home with little to no equipment.",Nach Michael können diese zu Hause mit minimalen oder keine Ausrüstung durchgeführt werden.,4
98,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Some fitness-gauging tests are pass-fail, while others provide more specific test scores to compared with those of people who are the same age and gender as you.","Einige Fitness-Tests sind Pass/Fall, während andere spezifische Testwerte liefern, um diese mit denen von Menschen zu vergleichen, die denselben Alter und Geschlecht wie du haben.",4
99,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"An important term when it comes to ""fitness age"" is your VO2 max, a measure of your maximum aerobic capacity, which experts say is key measure of longevity.","Ein wichtiger Begriff im Zusammenhang mit ""Fitnessalter"" ist Ihr VO2 max, eine Messung Ihrer maximalen aerobe Kapazität, die Experten als Schlüsselindikator für die Lebensdauer betrachten.",4
100,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"The American Heart Association has argued that it should be considered a vital sign thats regularly measured by doctors, just like your blood pressure.","Die American Heart Association argumentiert, dass es als wichtiger Vitalparameter betrachtet werden sollte, der von Doktoren regelmäßig gemessen wird, ähnlich wie der Blutdruck.",4
101,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Research suggests your VO2 max will decline by roughly 10 per cent each decade of early adulthood and up to 15 per cent every 10 years after the age of 50.,"Studien zeigen, dass Ihr VO2-Max in den frühen Erwachsenenjahren um etwa 10% pro Dekade abnimmt und bis zu 15% alle 10 Jahre nach dem 50. Geburtstag.",4
102,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"But by doing the right kind of cardio exercise throughout your life, one case study suggests that its possible to have the VO2 max of a 35-year-old when youre 80.","Durch das Ausführen der richtigen Art von Cardio-Training im Laufe des Lebens lässt sich in einem Fallbericht zeigen, dass es möglich ist, im Alter von 80 Jahren den VO2-Max eines 35-jährigen zu erreichen.",4
103,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Tests to gauge your VO2 max will usually involve you walking or running on treadmill until you can't continue, hooked up to mask and under the supervision of a health professional.","Tests zur Messung Ihres VO2-Maxs umfassen in der Regel den Gang oder Laufen auf einem Laufband, bis Sie nicht mehr weitergehen können, mit einer Maske verbunden und unter Aufsicht eines Gesundheitsprofessionals.",4
104,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"To test your aerobic fitness yourself at home, try seeing how far you can run in 12 minutes -  then use this conversion to calculate your VO2 max and fitness ranking based on your age and gender.","Um Ihre aerobe Fitness zu testen, probieren Sie aus, wie weit Sie in 12 Minuten laufen können - und verwenden Sie diesen Umwandlungswert, um Ihren VO2-Max und Fitnessranking auf Basis Ihres Alters und Geschlechts zu berechnen.",4
105,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"But this test - developed by Dr Kenneth Cooper, founder of the Cooper Institute in Dallas - shouldn't be attempted by anyone who isn't healthy or active already.","Aber dieser Test - entwickelt von Dr. Kenneth Cooper, Gründer des Cooper Instituts in Dallas - sollte von niemand durchgeführt werden, der nicht schon gesund und aktiv ist.",4
106,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,The next test aims to get an idea of your upper body strength and it's the dreaded push-up.,"Der nächste Test hat das Ziel, einen Einblick in Ihre Oberkörperkraft zu erhalten, und ist der gefürchtete Push-up.",4
107,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Start in a plank, with hands your just outside of your shoulders and lower your body by bending your arms until they are bent past 90 degrees.","In einer Planke beginnen, mit Händen etwas außerhalb der Schultern und senken Sie Ihren Körper, indem Sie die Arme umkinkeln, bis sie über 90 Grad gebrochen sind.",4
108,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"This exercise measures how well you can move your body weight, according to Michael.","Diese Übung messen, wie gut du deine Körpermasse bewegen kannst, nach Michael.",4
109,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"If you can't lower yourself far enough, place a yoga block under your chest to help you.","Wenn du nicht tief genug hinabsteigst, lege einen Yogablock unter deine Brust, um dir zu helfen.",5
110,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"To test your cores muscular endurance, do a side plank with your feet stacked, knees locked and one elbow on the ground.","Um die Muskelendurance Ihres Kerns zu testen, mache eine Seitlage mit Füßen gestapelt, Knie starr und einen Elbow auf dem Boden.",4
111,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"If you can hold it with good form for more than 45 seconds, then youre above average!","Wenn du es mit guter Form länger als 45 Sekunden halten kannst, bist du über dem Durchschnitt!",4
112,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Between 20 to 45 seconds is good, but if you crumple on the floor before that, it's a good indication that you need to work on your core strength regardless of your gender or age.","In etwa 20 bis 45 Sekunden ist gut, aber wenn du auf dem Boden knickerst, bevor, ist das ein guter Hinweis, dass du deine Kernkraft verbessern musst, unabhängig von deinem Geschlecht oder deinem Alter.",4
113,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Most of us will use the support of our hands to shift ourselves off the floor, but have you ever tried to without?","Meist verwenden wir die Unterstützung unserer Hände, um uns vom Boden zu verschieben, aber hast du jemals versucht, ohne?",4
114,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,This is tougher the older you get because it is a test of mobility and strength in lots of small muscles that contribute to balance.,"Je älter man wird, desto schwieriger wird es, weil es eine Prüfung der Mobilität und Stärke in vielen kleinen Muskeln ist, die zum Gleichgewicht beitragen.",3
115,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Google reveals major YouTube crackdown that will block you from avoiding ads with trick  the alternative is costly,"Google enthüllt eine große YouTube-Patrouille, die Sie von Vermeidung von Werbung mit einem Trick abhalten wird - die Alternative ist kostenpflichtig.",4
116,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,The search engine giant will now block you from watching videos if you break the rule.,"Das Suchmaschinen-Giant wird Ihnen jetzt den Videozugang versperren, wenn Sie die Regel verletzen.",4
117,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,These apps are designed to let you watch YouTube videos without having to endure ads.,"Diese Apps sind so gestaltet, dass du YouTube-Videos ohne Werbespots sehen kannst.",4
118,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"But Google says this can't continue, and will now prevent users from watching videos if they're taking advantage of these apps.","Google sagt, dass dies nicht länger möglich ist, und wird Benutzer von Videos verhindern, wenn sie von diesen Apps Vorteile ziehen.",4
