sent_id,generator,evaluator,german_sentence,Translation,number_of_critical_errors,number_of_major_errors,number_of_minor_errors,final_score
109,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Ungläubig und mit Tränen in den Augen beobachtete Stephan Jäger den wohl größten Moment seiner Golfkarriere.,Stephan Jaeger watched with disbelief and tears in his eyes the greatest moment of his golf career.,1,1,1,-9
110,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"134 Turniere hatte Jäger bereits auf der PGA-Tour, der höchsten Golf-Liga der Welt, gespielt."," He had already played in 134 tournaments on the PGA Tour, the highest golf league in the world.",1,1,1,-9
111,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Sich in so einem Feld durchzusetzen, ist eine enorme Leistung.",To achieve success in such a field is an immense performance.,1,1,1,-9
112,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"So ein Sieg löst immer einen kleinen Boom im deutschen Golf aus"", sagt Baraka."," Such a victory always triggers a little boom in German golf, says Baraka.",1,1,2,-10
113,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Trotz des Golf-Hypes in Deutschland blieben die großen Erfolge auf der PGA-Tour zuletzt aber aus.," Despite the golf hype in Germany, major successes have remained elusive on the PGA Tour lately.",,,,
114,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Im Jahr 2000 schrieb Tina Fischer Geschichte als erste deutsche Spielerin, die ein LPGA-Event für sich entscheiden konnte."," In 2000, Tina Fischer wrote a story as the first German player to decide to enter an LPGA event.",1,1,2,-10
115,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Dennoch sieht Kariem Baraka keinen Anlass zur Sorge: ""Grundsätzlich ist die Entwicklung unserer Spitzenspieler - sowohl bei den Damen als auch bei den Herren - während der letzten Jahre sehr positiv zu bewerten"", sagt er und verweist auf viele Erfolge auf der DP World Tour, die Top-Liga in Europa für den Profi-Golfsport."," Despite Baraka seeing no reason to worry, he says that the development of the team's top players - both the women and men - has been very positive in recent years, pointing to many successes on the DP World Tour, Europe's top golf league.",0,1,2,-5
116,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Diesen Prozess müssen wir fortführen, damit Siege wie der von Stephan Jäger kein Einzelfall bleiben.",We have to continue this process in order for victories like Stephan Jaeger's not to become the exception.,1,1,1,-9
117,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Der in München geborene Jäger lebt übrigens bereits seit 16 Jahren in den USA.," The hunter, who was born in Munich, has lived in the USA for 16 years already.",,,,
118,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Schon als Teenager wechselte er zum Golfspielen zunächst an eine US-Highschool und spielte anschließend einige Jahre lang sehr erfolgreich für die Mannschaft der University of Tennessee in Chattanooga.,He switched to golf when he was still a teenager and went on to play very successfully for the University of Tennessee at Chattanooga team.,1,1,1,-9
119,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Auch auf anderen Ebenen sieht der 45-Jährige, der einst selbst als Playing Professional auf der Tour gespielt hat, die USA im Vorteil."," Even at other levels, the 45-year-old, who once played as a professional on the tour, sees the USA in the advantageous position.",0,0,0,0
120,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Um weitere junge Menschen früh an den Golfsport heranzuführen, muss er außerdem mehr für die breite Masse zugänglich gemacht werden."," To attract young people early on to golf, it must also be made more accessible to the general public.",1,1,0,-8
121,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Wenn wir es schaffen, dass der Golfsport auch in Deutschland für jede Gesellschaftsschicht und jedes Einkommen zugänglich ist und für alle eine Freizeitoption ist, wird es in Deutschland mehr Golferinnen und Golfer geben und somit auch mehr Spitzenspielerinnen und Spitzenspieler"", so Baraka."," If we manage to make golf accessible to every social class and income level in Germany, and to everyone as a leisure option, there will be more female and male golfers, and thus also more top players. This is Baraka's view.",1,1,2,-10
122,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Im deutschen Nachwuchs stehen bereits einige Talente in den Startlöchern.,Several talented individuals are already part of the starting lineups in German youth soccer.,0,1,1,-4
123,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Bei den Frauen gilt Helen Briem als größtes deutsches Golftalent.,Helen Briem is regarded as Germany's greatest female golfer.,1,1,1,-9
124,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die 18-jährige aus Nürtingen bei Stuttgart hat letztes Jahr bereits als erste Deutsche in der 104-jährigen Geschichte das bedeutendste Juniorinnen-Turnier der Welt für sich entscheiden können.," The 18-year-old from NÃ¯Â¿Â½rtingen near Stuttgart already won the most important junior women's tournament in the world last year, becoming the first German to achieve this in the 104-year history of the tournament.",1,1,1,-9
125,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Bei den Männern gilt Tiger Christensen als größte deutsche Nachwuchshoffnung, der seinen Vornamen mit einem der besten Golfer aller Zeiten teilt."," Tiger Christensen is considered Germany's greatest youth prospect among the men, and shares his first name with one of the greatest golfers of all time.",1,1,2,-10
126,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Golf-Fans in Deutschland dürfen also durchaus zuversichtlich sein, dass sie nicht erneut neun Jahre auf einen weiteren PGA-Tour-Sieg warten müssen.",Golf fans in Germany can certainly be confident that they won't have to wait another nine years for another PGA Tour win.,,,,
127,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.,A height-adjustable writing desk or ergonomic chairs promote a healthy work environment.,0,1,1,-4
128,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern."," A team of physiotherapists, trainers, and doctors aims not only to improve ergonomic equipment but also to implement holistic solutions, health, well-being, and productivity in everyday work.",1,1,2,-10
129,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.," Following this philosophy, Ergotopia operates a YouTube channel and provides helpful exercises and tips to increase movement and reduce daily pain.",0,1,2,-5
130,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse."," Known for promoting an active lifestyle, a height-adjustable writing desk also offers free specialist articles, infographics and online courses besides Ergotopia's usual features.",0,1,2,-5
131,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.," To foster a heightened awareness of a healthy and active everyday life, thereby countering common ailments such as back and neck pain.",0,1,1,-4
132,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This writing desk chair combines modern design and ergonomic high-end components.,0,1,1,-4
133,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein."," Through its minimalist design, which deliberately omits protruding growth parts, it seamlessly integrates into any environment.",1,1,2,-10
134,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,The integrated synchronization mechanism in combination with a flexible lordosis support adapts individually to the ergonomic needs of the user.,1,1,2,-10
135,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht."," An ergonomic office chair made from 100% recycled material is breathable, water- and dirt-repellent, making it particularly easy to care for.",1,1,1,-9
136,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.,He simultaneously ensures additional comfort during long workdays.,0,1,1,-4
137,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte."," During a snowboard trip, Richard Rupp, co-founder of Ergotopia, experienced severe back pain after just a few hours on the ski slope, which he attributed to prolonged sitting.",1,3,3,-17
138,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""",It shouldn't happen to me at my age.,1,2,1,-12
139,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.",The area of New York City was affected by an earthquake with a preliminary magnitude of 4.7 on Friday.,1,2,4,-15
140,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,BILD reporter Herbert Bauernebel lives in New York City himself.,1,1,1,-9
141,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia."," The entire house shook for 15 to 20 seconds before everything subsided. The epicenter of the tremor occurred near the Lebanon district in the US state of New Jersey, approximately 72 kilometers west of New York City and 80 kilometers north of Philadelphia.",1,1,3,-11
142,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet."," In a cafe in Lower Manhattan, customers discussed the clattering dishes, as reported by the Associated Press agency.",1,1,2,-10
143,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten."," An employee regarding AP: ""I thought there wouldn't be an earthquake here."" There are no reports of major effects so far, but we are still evaluating the consequences.",1,2,3,-14
144,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New Yorkers reported on social media that they spotted a rumble on the East Coast.,0,1,4,-7
145,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",There were no reports of injuries among the New York firefighters.,1,1,2,-10
146,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake on the 23rd.,0,1,2,-5
147,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.","August 2011, millions of people were displaced from Georgia to Canada.",1,1,1,-9
148,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is noticeable and is also perceived by the citizens - this is shown by the ARD-Deutschland trend.,1,1,2,-10
149,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,The money is mostly secured with fixed deposits for rental equipment.,1,1,3,-11
150,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde."," The German Armed Forces should be reorganized so that they are prepared for a serious emergency, that is, in the event that Germany were to be attacked.",1,1,1,-9
151,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,Seven out of ten people now consider peace and security in Europe to be much stronger or stronger than five years ago.,1,1,2,-10
152,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.," The infratest-dimap opinion research institute surveyed a total of 1,304 representative voters in Germany on April 2 and 3, 2024.",1,1,3,-11
153,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist."," Germany and its allies must convincingly dispel any notion that they could be targeted as a NATO territory, Pistorius emphasized, who is by far the most popular politician in the ARD-Deutschlandtrend.",1,1,2,-10
154,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The population burden for the bond in the population is huge given the current situation.,1,1,1,-9
