sent_id,generator,evaluator,german_sentence,Translation,score
115,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Dennoch sieht Kariem Baraka keinen Anlass zur Sorge: ""Grundsätzlich ist die Entwicklung unserer Spitzenspieler - sowohl bei den Damen als auch bei den Herren - während der letzten Jahre sehr positiv zu bewerten"", sagt er und verweist auf viele Erfolge auf der DP World Tour, die Top-Liga in Europa für den Profi-Golfsport."," Despite Baraka seeing no reason to worry, he says that the development of the team's top players - both the women and men - has been very positive in recent years, pointing to many successes on the DP World Tour, Europe's top golf league.",4
116,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Diesen Prozess müssen wir fortführen, damit Siege wie der von Stephan Jäger kein Einzelfall bleiben.",We have to continue this process in order for victories like Stephan Jaeger's not to become the exception.,4
117,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Der in München geborene Jäger lebt übrigens bereits seit 16 Jahren in den USA.," The hunter, who was born in Munich, has lived in the USA for 16 years already.",4
118,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Schon als Teenager wechselte er zum Golfspielen zunächst an eine US-Highschool und spielte anschließend einige Jahre lang sehr erfolgreich für die Mannschaft der University of Tennessee in Chattanooga.,He switched to golf when he was still a teenager and went on to play very successfully for the University of Tennessee at Chattanooga team.,4.5
119,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Auch auf anderen Ebenen sieht der 45-Jährige, der einst selbst als Playing Professional auf der Tour gespielt hat, die USA im Vorteil."," Even at other levels, the 45-year-old, who once played as a professional on the tour, sees the USA in the advantageous position.",4
120,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Um weitere junge Menschen früh an den Golfsport heranzuführen, muss er außerdem mehr für die breite Masse zugänglich gemacht werden."," To attract young people early on to golf, it must also be made more accessible to the general public.",4
121,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Wenn wir es schaffen, dass der Golfsport auch in Deutschland für jede Gesellschaftsschicht und jedes Einkommen zugänglich ist und für alle eine Freizeitoption ist, wird es in Deutschland mehr Golferinnen und Golfer geben und somit auch mehr Spitzenspielerinnen und Spitzenspieler"", so Baraka."," If we manage to make golf accessible to every social class and income level in Germany, and to everyone as a leisure option, there will be more female and male golfers, and thus also more top players. This is Baraka's view.",4
122,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Im deutschen Nachwuchs stehen bereits einige Talente in den Startlöchern.,Several talented individuals are already part of the starting lineups in German youth soccer.,3
123,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Bei den Frauen gilt Helen Briem als größtes deutsches Golftalent.,Helen Briem is regarded as Germany's greatest female golfer.,5
124,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die 18-jährige aus Nürtingen bei Stuttgart hat letztes Jahr bereits als erste Deutsche in der 104-jährigen Geschichte das bedeutendste Juniorinnen-Turnier der Welt für sich entscheiden können.," The 18-year-old from NÃ¯Â¿Â½rtingen near Stuttgart already won the most important junior women's tournament in the world last year, becoming the first German to achieve this in the 104-year history of the tournament.",5
125,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Bei den Männern gilt Tiger Christensen als größte deutsche Nachwuchshoffnung, der seinen Vornamen mit einem der besten Golfer aller Zeiten teilt."," Tiger Christensen is considered Germany's greatest youth prospect among the men, and shares his first name with one of the greatest golfers of all time.",4.5
126,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Golf-Fans in Deutschland dürfen also durchaus zuversichtlich sein, dass sie nicht erneut neun Jahre auf einen weiteren PGA-Tour-Sieg warten müssen.",Golf fans in Germany can certainly be confident that they won't have to wait another nine years for another PGA Tour win.,3
127,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.,A height-adjustable writing desk or ergonomic chairs promote a healthy work environment.,5
128,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern."," A team of physiotherapists, trainers, and doctors aims not only to improve ergonomic equipment but also to implement holistic solutions, health, well-being, and productivity in everyday work.",4
129,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.," Following this philosophy, Ergotopia operates a YouTube channel and provides helpful exercises and tips to increase movement and reduce daily pain.",4
130,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse."," Known for promoting an active lifestyle, a height-adjustable writing desk also offers free specialist articles, infographics and online courses besides Ergotopia's usual features.",4.5
131,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.," To foster a heightened awareness of a healthy and active everyday life, thereby countering common ailments such as back and neck pain.",4
132,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This writing desk chair combines modern design and ergonomic high-end components.,5
133,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein."," Through its minimalist design, which deliberately omits protruding growth parts, it seamlessly integrates into any environment.",4
134,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,The integrated synchronization mechanism in combination with a flexible lordosis support adapts individually to the ergonomic needs of the user.,4
135,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht."," An ergonomic office chair made from 100% recycled material is breathable, water- and dirt-repellent, making it particularly easy to care for.",4
136,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.,He simultaneously ensures additional comfort during long workdays.,4
137,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte."," During a snowboard trip, Richard Rupp, co-founder of Ergotopia, experienced severe back pain after just a few hours on the ski slope, which he attributed to prolonged sitting.",4
138,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""",It shouldn't happen to me at my age.,4
139,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.",The area of New York City was affected by an earthquake with a preliminary magnitude of 4.7 on Friday.,4
140,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,BILD reporter Herbert Bauernebel lives in New York City himself.,5
141,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia."," The entire house shook for 15 to 20 seconds before everything subsided. The epicenter of the tremor occurred near the Lebanon district in the US state of New Jersey, approximately 72 kilometers west of New York City and 80 kilometers north of Philadelphia.",4.5
142,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet."," In a cafe in Lower Manhattan, customers discussed the clattering dishes, as reported by the Associated Press agency.",4
143,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten."," An employee regarding AP: ""I thought there wouldn't be an earthquake here."" There are no reports of major effects so far, but we are still evaluating the consequences.",3
144,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New Yorkers reported on social media that they spotted a rumble on the East Coast.,4
145,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",There were no reports of injuries among the New York firefighters.,4
146,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake on the 23rd.,3
147,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.","August 2011, millions of people were displaced from Georgia to Canada.",3
148,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is noticeable and is also perceived by the citizens - this is shown by the ARD-Deutschland trend.,4
149,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,The money is mostly secured with fixed deposits for rental equipment.,4
150,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde."," The German Armed Forces should be reorganized so that they are prepared for a serious emergency, that is, in the event that Germany were to be attacked.",4.5
151,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,Seven out of ten people now consider peace and security in Europe to be much stronger or stronger than five years ago.,4
152,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.," The infratest-dimap opinion research institute surveyed a total of 1,304 representative voters in Germany on April 2 and 3, 2024.",3
153,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist."," Germany and its allies must convincingly dispel any notion that they could be targeted as a NATO territory, Pistorius emphasized, who is by far the most popular politician in the ARD-Deutschlandtrend.",3
154,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The population burden for the bond in the population is huge given the current situation.,4
155,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig."," The alliance is important for 82 percent for European peacekeeping, but about every tenth person thinks it is superfluous.",4.5
156,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt."," Donald Trump, who is hoping to become US President again, has already questioned the US membership in NATO more than once.",4
157,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",A majority of Germans believe it is important to maintain the common bond with the United States.,5
158,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",About 69% believe that it is in the European interest.,3
159,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019."," The attitude of the German voters towards the EU is positive in the ARD-Deutschland trend, despite some deviations from the last European election in 2019.",3
